,S2Ctrl_7,WTCtrl_1,S2Ctrl_8,WTCtrl_2,S2Ctrl_9,WTCtrl_3,S2CYTO_10,WTCYTO_4,S2CYTO_11,WTCYTO_5,S2CYTO_12,WTCYTO_6
PLAGL1,571,588,918,2980,891,1021,540,1255,711,1046,993,1018
PLAGL2,848,903,789,2130,1016,1134,1038,2580,736,1726,2014,1933
PLAT,20570,19350,37240,103115,35446,33264,3006,7526,6474,7322,5073,4817
PLAU,10489,10210,11479,31897,13076,11231,3422,8325,3851,6937,6187,5630
PLAUR,8041,5084,9179,23140,7592,7087,6380,14866,7107,11607,9047,8990
PLB1,20,22,23,110,27,39,4,13,8,14,14,29
PLBD1,354,314,241,1007,296,375,190,443,105,272,239,329
PLBD1-AS1,2,4,0,15,6,21,2,0,0,0,4,5
PLBD2,5112,5201,7097,11429,6523,7572,4163,10992,2651,4044,7510,5667
PLCB1,1631,2199,1179,2522,1653,1632,285,904,246,338,733,444
PLCB1-IT1,0,0,0,0,0,0,0,0,0,0,0,0
PLCB2,75,56,16,75,31,32,9,36,0,8,6,6
PLCB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PLCB3,4614,3155,3553,9030,3912,5542,1269,3535,1059,1615,2414,2280
PLCB4,418,342,403,553,465,608,471,911,27,53,302,272
PLCD1,1118,937,1286,4176,1462,1839,307,745,225,418,409,491
PLCD3,1242,1186,1328,2944,1136,1110,222,682,155,277,335,381
PLCD4,329,190,100,1119,323,279,50,199,53,78,100,148
PLCE1,2443,1925,1282,3736,1730,2374,80,249,31,111,219,217
PLCE1-AS1,47,35,27,31,45,65,2,0,2,0,0,0
PLCE1-AS2,0,0,0,0,0,0,0,0,0,0,0,0
PLCE1P1,0,0,0,0,0,0,0,0,0,0,0,0
PLCG1,1936,2058,2271,5539,2033,2231,770,2785,554,1053,1304,1003
PLCG1-AS1,11,3,11,47,13,0,0,17,0,0,0,0
PLCG2,26,15,0,56,18,4,25,74,0,27,22,19
PLCH1,12,4,0,37,4,8,10,18,1,4,13,14
PLCH1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PLCH1-AS2,0,0,0,0,0,0,0,0,0,0,0,0
PLCH2,6,12,121,916,16,9,3,0,11,22,0,0
PLCL1,312,287,334,903,395,491,18,36,49,11,59,60
PLCL2,441,432,206,420,285,506,1469,1998,582,984,2482,2250
PLCL2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PLCXD1,1290,1325,882,2862,914,968,1780,4720,199,1813,1055,900
PLCXD2,208,286,484,860,406,323,44,158,41,54,115,53
PLCXD2-AS1,0,0,0,0,0,4,0,0,0,0,0,0
PLCXD3,2,4,0,13,0,0,0,0,0,0,0,0
PLCZ1,0,0,0,0,0,0,0,0,0,0,0,0
PLD1,320,309,596,1480,591,795,644,1622,1062,1475,2052,2123
PLD2,898,804,1174,2796,1126,1289,504,1137,543,649,821,882
PLD3,6520,5668,14915,32120,8497,9834,4775,11400,7040,11529,6108,7966
PLD4,4,0,4,0,0,4,0,0,0,0,2,2
PLD5,26,21,53,4,45,2,29,58,27,6,59,12
PLD6,325,310,143,494,121,163,181,515,64,155,161,187
PLEC,5249,5321,7637,18764,6879,5631,1996,4087,1512,3444,2274,2551
PLEK,12,8,6,16,11,8,8,34,0,24,4,6
PLEK2,255,272,303,899,216,163,267,637,357,451,473,330
PLEKHA1,658,404,281,1875,355,757,194,910,95,164,218,387
PLEKHA2,444,2714,405,2688,608,616,1648,3231,1047,1470,3387,2252
PLEKHA3,1297,1437,1298,3335,1770,2009,1659,3771,1104,2147,3182,2739
PLEKHA3P1,8,13,21,62,4,8,4,14,13,25,4,7
PLEKHA4,800,929,977,2576,1348,1701,964,2021,805,1025,359,797
PLEKHA5,804,908,250,1784,1189,170,495,277,98,414,257,335
PLEKHA6,88,71,452,898,251,431,0,4,0,12,4,4
PLEKHA7,101,55,42,214,231,201,4,6,10,11,4,15
PLEKHA8,940,914,890,2459,1159,1281,671,985,481,958,1302,1269
PLEKHA8P1,167,199,191,505,232,212,26,73,20,49,47,45
PLEKHB1,10,4,27,27,12,34,0,0,0,0,8,0
PLEKHB2,1147,917,669,1577,973,8795,2484,1764,1094,1054,1404,853
PLEKHD1,0,4,0,8,0,0,0,2,0,0,0,0
PLEKHF1,386,268,531,1355,472,550,214,719,346,565,413,474
PLEKHF2,895,824,499,1361,861,1058,659,1402,316,574,919,800
PLEKHG1,22,32,10,48,37,49,4,11,4,12,33,19
PLEKHG2,1193,755,1071,2801,1416,1700,814,1190,474,403,950,871
PLEKHG3,209,411,410,975,459,348,18,92,40,32,47,22
PLEKHG4,867,410,555,939,225,438,58,214,172,177,159,252
PLEKHG4B,67,53,95,76,88,59,0,12,2,9,10,6
PLEKHG5,1884,2435,3000,5360,2474,2078,908,2305,784,787,941,868
PLEKHG6,21,9,5,61,14,25,6,16,3,18,0,20
PLEKHG7,0,0,0,0,0,0,3,0,0,0,0,0
PLEKHH1,27,47,9,89,22,30,45,183,108,205,98,131
PLEKHH2,195,279,466,977,396,414,42,128,78,89,106,109
PLEKHH3,738,623,903,1941,830,810,288,688,327,471,299,510
PLEKHJ1,810,708,1029,2572,833,888,350,861,357,544,398,451
PLEKHM1,897,869,1018,2344,1262,1378,912,2297,565,1360,1176,1350
PLEKHM1P1,331,239,385,1409,337,378,259,684,184,433,267,466
PLEKHM2,3621,3300,773,7977,3849,3621,2905,5688,335,1033,2629,3671
PLEKHM3,1401,1217,1115,2002,1345,1505,671,1762,273,548,1043,911
PLEKHN1,142,147,288,701,200,192,392,648,255,527,343,360
PLEKHO1,1618,1296,889,2297,640,2372,1455,3365,567,698,1967,948
PLEKHO2,1501,1312,1715,4310,1990,2209,1454,3982,1296,2591,2491,2049
PLEKHS1,6,0,3,72,6,16,8,10,22,93,32,74
PLET1,0,0,0,0,0,0,0,0,0,0,0,0
PLG,0,0,3,3,4,5,0,3,0,0,9,0
PLGLA,0,1,0,7,2,0,2,5,2,1,0,3
PLGLB1,7,13,18,36,19,18,5,19,12,23,5,19
PLGLB2,0,9,5,20,13,8,1,21,13,10,11,21
PLGRKT,237,220,227,759,180,107,171,99,145,288,573,100
PLIN1,0,2,0,17,6,4,35,104,37,56,84,73
PLIN2,6369,6375,6548,23775,6085,7170,6572,14944,8366,20333,12112,17325
PLIN3,12018,8026,12068,30877,11413,12352,7001,18974,5601,9694,6718,9252
PLIN4,4,4,21,43,24,8,0,9,0,2,4,6
PLIN5,0,0,0,0,0,0,0,0,0,0,0,0
PLK1,6980,6578,4229,11650,4674,5196,262,616,63,275,282,234
PLK2,3255,2593,3906,5931,2080,2776,4555,6940,2106,3976,4211,4041
PLK3,629,574,860,2162,682,679,1563,3851,1542,2859,1905,1765
PLK4,3000,2960,1264,3951,2117,2753,296,629,57,268,465,435
PLK5,0,0,0,0,0,0,0,0,0,0,0,0
PLLP,951,1012,605,1194,856,771,492,1330,339,596,1106,843
PLN,0,2,0,0,0,2,40,50,38,17,30,26
PLOD1,33630,30642,68898,141692,48131,54318,24836,63912,37697,55238,41523,47127
PLOD2,22012,23684,42167,86049,56467,60654,80099,184632,78975,124142,232544,187984
PLOD3,8946,3638,13537,28014,5067,6090,5261,11605,2410,4369,3398,5609
PLP1,5,6,11,16,16,20,0,0,0,0,2,0
PLP2,12390,9990,11724,37070,10750,11597,5832,14344,6185,11515,9863,7573
PLPBP,1469,1317,1140,3304,1552,1712,960,2284,694,1501,1501,1471
PLPP1,1118,915,1509,3777,1440,1628,796,2194,1075,1591,1634,1831
PLPP2,126,133,550,608,51,34,28,64,141,81,11,19
PLPP3,42268,30854,26210,89601,36920,50543,21373,45940,12459,26991,25817,30607
PLPP4,126,104,294,319,295,323,43,77,70,123,206,131
PLPP5,577,575,815,1632,531,1314,591,1503,792,1085,831,685
PLPP6,519,419,476,1401,537,573,309,837,298,486,507,507
PLPP7,606,505,1063,2491,827,731,371,887,346,640,397,508
PLPPR1,0,0,0,0,0,0,0,0,0,0,0,0
PLPPR2,1659,1344,2707,5596,2109,2276,1947,4287,1630,3752,2563,2999
PLPPR3,0,0,0,1,0,0,0,0,0,0,0,0
PLPPR4,88,117,81,134,20,112,20,34,66,88,51,103
PLPPR5,0,4,0,5,0,0,0,0,0,0,0,0
PLRG1,4071,4044,3261,9379,4117,4555,2275,5341,1593,3153,3252,3226
PLS1,59,53,53,128,57,78,10,24,10,17,22,16
PLS1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PLS3,26765,31541,21640,43331,27082,29600,13750,40505,9453,14279,21555,17397
PLS3-AS1,10,19,17,31,10,12,4,26,0,12,19,12
PLSCR1,802,586,712,2383,781,972,3625,8254,5327,6962,8248,7201
PLSCR2,0,0,0,0,0,0,0,0,2,0,0,0
PLSCR3,1179,1162,1793,1077,865,1358,778,1800,436,1241,819,638
PLSCR4,97,51,118,306,99,974,82,124,144,126,1256,284
PLSCR5,0,0,0,0,0,0,0,0,0,0,0,0
PLSCR5-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PLTP,1789,1415,2876,10121,1450,1783,1140,2826,1544,3255,1005,1476
PLUT,0,0,0,0,0,0,0,0,0,0,0,0
PLVAP,0,0,0,0,0,0,0,2,0,2,0,0
PLXDC1,0,5,13,38,6,9,4,0,0,0,6,10
PLXDC2,175,130,436,501,340,248,6,9,13,5,13,0
PLXNA1,3012,10460,3537,21498,15064,16429,4620,11840,3872,6370,7154,6807
PLXNA2,4459,5646,2872,7329,3982,4011,518,1612,362,671,1120,777
PLXNA3,2091,3032,3177,6674,2170,3265,2979,5521,2694,2899,2731,2082
PLXNA4,10463,10786,4021,9025,10158,9397,1972,4729,799,1287,3589,2753
PLXNB1,589,698,1160,1666,645,679,339,997,509,535,423,647
PLXNB2,7519,6798,6267,18872,6880,7329,5539,9438,5266,7471,4351,7580
PLXNB3,427,375,794,2476,761,672,335,913,381,668,474,678
PLXNC1,39,41,50,172,82,88,87,175,77,101,234,155
PLXND1,4392,3776,5738,10904,6988,7450,1088,2443,790,1345,1597,1947
PM20D1,0,0,0,0,0,0,0,0,0,0,0,0
PM20D2,496,420,167,827,365,562,89,241,59,142,219,227
PMAIP1,299,437,426,892,224,241,1653,10236,5525,8552,6945,3517
PMCH,20,2,21,37,14,18,4,14,21,27,2,12
PMCHL1,0,0,0,0,0,0,0,0,0,0,0,0
PMCHL2,0,0,0,0,0,0,0,0,0,0,0,0
PMEL,49,28,50,184,58,31,19,55,26,68,12,27
PMEPA1,937,1103,1962,2452,1884,1488,324,586,435,316,772,578
PMF1,1053,955,982,3310,836,1258,628,1233,318,870,481,612
PMF1-BGLAP,278,149,522,1003,362,167,161,107,225,423,298,155
PMFBP1,3,14,11,33,0,18,0,15,1,0,0,4
PMIS2,0,0,0,0,0,0,0,0,0,0,0,0
PML,1572,2512,2844,3100,3095,2034,2993,8310,3381,6034,6090,5444
PMM1,2830,2392,2720,7963,2447,2634,1134,3006,1180,1449,1155,1403
PMM2,2572,2733,2928,7783,2646,2633,3054,7186,1727,3912,3374,3223
PMM2P1,0,0,0,0,0,0,0,0,0,0,0,0
PMP2,0,0,0,0,0,0,0,0,0,0,0,0
PMP22,1158,3694,4660,6738,4530,2563,1305,2952,375,2026,2307,1614
PMPCA,2684,2682,3071,6235,2959,1276,2040,4826,1284,1749,1273,941
PMPCAP1,1,0,0,0,0,0,0,0,0,0,0,0
PMPCB,3713,3526,3104,10427,3491,4051,2592,6168,1821,3572,3858,3866
PMS1,798,949,764,1862,1048,1270,359,975,232,492,795,596
PMS2,739,617,746,1815,1007,1023,270,713,211,356,671,516
PMS2CL,12,106,35,469,18,50,31,36,36,36,36,77
PMS2P1,0,0,0,0,2,0,0,0,0,0,0,0
PMS2P10,33,41,73,188,39,51,20,64,31,28,40,30
PMS2P11,1,2,4,5,2,6,2,3,2,1,1,1
PMS2P2,2,3,3,6,3,0,16,2,0,1,1,0
PMS2P3,149,138,163,298,154,192,65,271,90,118,130,118
PMS2P4,56,53,87,188,47,35,21,61,15,34,29,32
PMS2P5,24,0,29,73,0,0,3,45,0,29,25,0
PMS2P6,50,49,42,127,43,37,27,59,22,32,36,30
PMS2P7,54,52,53,157,54,52,27,61,20,42,28,31
PMS2P9,2,4,1,9,3,2,3,4,2,1,1,2
PMVK,2184,1966,1890,6311,2182,2287,490,1373,322,777,439,622
PNCK,0,0,6,10,6,0,7,17,23,22,5,17
PNISR,653,887,836,2909,1174,1736,460,1233,417,778,1193,1371
PNKD,1205,1056,1907,5855,1502,1532,698,1591,903,1864,1214,1476
PNKDP1,0,0,0,2,0,0,0,0,0,0,0,0
PNKP,1100,1108,949,3835,1041,1118,618,1651,400,799,544,616
PNLDC1,2,0,0,0,140,175,0,0,0,0,79,65
PNLIP,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPP1,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPRP1,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPRP2,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPRP3,4,0,0,6,0,4,0,14,0,20,0,4
PNMA1,5515,5273,5663,13756,6820,7311,3072,7784,2239,4690,5382,5419
PNMA2,2088,1624,924,8517,1223,2479,1670,3502,895,3699,1778,2814
PNMA3,4,0,2,10,0,0,0,0,0,0,4,0
PNMA5,0,0,0,0,0,0,0,0,0,0,0,0
PNMA6A,19,18,9,20,20,21,4,20,5,6,8,16
PNMA6B,13,8,8,10,6,6,4,9,1,5,4,4
PNMA6E,0,0,0,0,0,0,0,0,0,0,0,0
PNMA6F,0,0,0,0,0,0,0,0,0,0,0,0
PNMA8A,1328,1149,434,959,493,421,318,617,32,44,54,83
PNMA8B,128,106,104,340,152,213,163,346,75,169,155,214
PNMA8C,4,20,10,17,2,2,0,2,2,2,0,0
PNMT,0,0,0,0,0,0,0,0,0,0,0,0
PNN,4208,4976,3171,11940,4397,5287,1508,4377,1097,2207,4067,2804
PNO1,2415,2413,1591,5054,1994,2160,1556,3696,905,2068,1859,1967
PNOC,0,0,0,0,0,0,0,0,0,0,0,0
PNP,10489,11384,7813,21863,5667,5526,6236,16351,4289,8609,6075,4863
PNPLA1,2,0,0,3,0,0,0,0,0,0,0,2
PNPLA2,2158,1026,2274,6250,2196,1586,957,2547,758,1735,2977,2957
PNPLA3,68,128,90,98,127,221,122,350,0,80,199,159
PNPLA4,636,470,739,1651,743,830,284,623,224,414,361,446
PNPLA4P1,0,0,0,0,0,0,0,0,0,0,0,0
PNPLA5,0,0,0,0,0,0,0,0,0,0,0,2
PNPLA6,781,2897,830,7621,3140,4608,2008,3917,1310,3495,1847,1858
PNPLA7,21,24,30,95,55,100,0,0,2,10,31,18
PNPLA8,1029,1204,779,2491,1645,1562,2252,4251,643,1527,863,2159
PNPO,1221,1362,1025,1927,1512,1413,553,1509,201,686,1113,1195
PNPT1,2634,2228,1307,4195,2044,2374,1800,3581,1391,2138,3065,2127
PNPT1P1,0,0,0,0,0,0,0,0,0,0,0,0
PNPT1P2,0,0,0,0,0,0,0,0,0,0,0,0
PNRC1,651,558,1130,2561,1471,1842,2148,4820,2796,4437,4845,5215
PNRC2,436,401,256,1019,286,390,302,774,225,871,342,373
PNRC2P1,97,80,52,146,58,74,43,113,32,55,94,62
POC1A,2488,2010,1534,5437,1788,2010,207,357,79,223,250,233
POC1B,732,341,228,364,283,273,334,1051,176,340,340,260
POC1B-AS1,22,21,28,91,39,40,10,28,8,21,23,28
POC1B-GALNT4,387,118,10,231,36,477,381,1069,29,97,712,108
POC5,538,196,461,1318,558,524,84,498,113,193,196,107
PODN,18,10,85,559,49,83,14,5,15,145,30,54
PODNL1,308,183,419,646,333,254,164,282,140,158,180,165
PODXL,11046,1339,457,973,1037,894,1047,479,57,86,1851,162
PODXL2,223,243,348,955,169,260,87,210,109,150,103,90
POF1B,2,0,0,0,0,0,0,0,0,0,0,0
POFUT1,495,375,1194,988,533,210,791,772,72,185,615,743
POFUT2,1940,1626,5058,8125,3323,2851,1846,4251,2356,4021,2792,2930
POGK,1320,1262,440,1200,895,787,638,1277,103,338,1107,581
POGLUT1,1053,877,1049,3042,1498,1999,618,1628,341,783,617,1279
POGZ,1897,2001,1374,3862,2233,2256,1025,1929,846,1548,1938,2331
POLA1,2721,2579,931,3612,2163,2760,341,855,99,314,589,440
POLA2,3152,2900,1531,5108,2373,2647,666,1735,341,797,771,855
POLB,590,403,405,1617,642,583,151,376,139,159,201,196
POLD1,2764,2291,1558,5593,1946,2336,607,1525,259,506,481,671
POLD2,3315,3181,3298,9137,3693,3445,1282,2820,903,2008,1751,2168
POLD2P1,0,2,0,0,0,0,0,0,0,0,0,0
POLD3,425,2841,494,4667,2457,868,794,2045,79,510,754,894
POLD4,767,637,1431,2508,969,1070,1146,1608,773,1544,586,925
POLDIP2,6193,4817,5476,12641,6033,5521,3016,6583,2014,4176,3769,3959
POLDIP3,3482,3504,2662,4546,3747,4335,1935,4514,1702,3112,2846,3016
POLE,3752,3241,1978,6240,2229,2750,474,1488,197,529,726,726
POLE2,887,985,505,1860,782,937,97,241,39,90,168,130
POLE3,5194,4708,3659,11037,4356,4696,1635,4066,946,2030,2273,1904
POLE4,1764,1716,1656,5236,1401,1312,959,1830,811,1111,545,766
POLG,1845,1746,2118,5647,1947,2212,1064,3020,1006,1676,1822,1676
POLG2,240,274,164,690,165,218,61,130,53,116,130,178
POLH,2405,2211,2165,5353,2676,3176,416,1056,288,569,816,710
POLH-AS1,9,8,0,18,12,14,3,15,2,0,4,5
POLHP1,0,0,0,0,0,2,0,2,0,0,0,2
POLI,916,1030,725,1467,919,838,702,1117,543,651,819,792
POLK,1562,1554,1210,3089,1953,2301,969,2448,699,1327,2349,1923
POLL,735,604,862,2588,701,583,495,1339,253,838,389,623
POLM,252,315,303,548,144,121,138,288,157,313,99,378
POLN,64,4,26,137,22,50,7,22,6,19,45,34
POLQ,1585,1647,849,2546,1575,1927,142,325,20,109,279,229
POLR1A,3443,3561,2840,5973,3102,3590,1978,5350,1002,2273,2998,2863
POLR1B,1009,991,991,2359,908,1409,745,1527,239,854,970,1127
POLR1C,881,921,1069,2995,1046,926,675,1387,422,938,792,767
POLR1D,2598,2357,3116,9239,2713,3143,1528,3536,1541,2776,2664,2651
POLR1E,1070,1886,778,5285,996,946,369,2014,351,836,755,882
POLR2A,12375,11712,11746,29023,11471,14160,7077,18007,5198,8744,14426,11759
POLR2B,8699,9011,5751,16326,7856,8979,4848,12661,2771,5337,7893,7156
POLR2C,4288,4132,3979,11721,3783,3912,3292,8228,2236,4492,3353,3899
POLR2CP1,0,0,0,0,0,0,0,0,0,0,0,0
POLR2D,1594,1628,939,2520,1755,1815,824,1940,322,725,1117,1142
POLR2E,5514,5228,6441,12411,4464,4821,2248,5257,1683,4084,1952,2455
POLR2F,2053,1745,2785,7666,2077,2221,1154,2699,1191,2458,1790,1756
POLR2G,3194,2783,3441,10140,2708,2962,1561,3726,1504,2605,1605,1978
POLR2H,765,806,633,2835,578,823,617,1285,646,997,1044,843
POLR2I,730,560,747,2285,729,647,362,898,323,619,582,474
POLR2J,1062,1365,2389,6250,1674,1146,532,1253,653,1079,1019,1180
POLR2J2,95,134,148,366,117,130,62,147,71,102,109,108
POLR2J3,982,933,922,2357,890,945,522,1179,345,599,722,551
POLR2J4,145,231,129,365,99,119,163,172,116,144,124,112
POLR2K,2064,2455,2473,7738,2514,3075,1281,3103,1329,2179,2592,2288
POLR2KP1,0,0,0,1,0,2,0,0,0,0,0,0
POLR2KP2,0,0,0,0,0,0,0,0,0,0,0,0
POLR2L,12705,9962,18131,48053,10947,11533,4592,10804,5119,8585,5385,5234
POLR2LP1,0,0,0,0,0,0,0,0,0,0,0,0
POLR2M,1357,1429,1086,2229,1864,2368,1083,2774,692,602,2102,2229
POLR3A,3580,4052,2813,7332,3614,3787,2769,7681,1560,3093,4073,4070
POLR3B,1067,1234,1006,2602,1349,1464,644,1787,447,940,1414,1167
POLR3C,304,851,340,516,545,320,613,440,408,256,297,598
POLR3D,2004,1883,3191,7734,2684,2766,2987,7135,2452,5318,5080,4730
POLR3DP1,0,0,0,2,0,0,0,0,0,0,0,0
POLR3E,1240,1125,1734,4650,1597,1471,903,2568,664,1663,1244,1280
POLR3F,1189,1185,974,1588,553,676,875,1184,245,1079,845,1247
POLR3G,327,192,223,331,162,173,124,127,21,139,150,234
POLR3GL,1489,1320,1455,4430,1354,1697,579,1367,499,888,1001,812
POLR3GP1,0,0,0,1,0,0,0,0,0,0,0,1
POLR3GP2,0,0,0,0,0,0,0,0,0,0,0,0
POLR3H,3132,3419,3045,8075,3295,3625,2350,4809,1195,3155,2166,2638
POLR3K,844,776,941,3319,719,859,235,648,256,578,461,422
POLR3KP1,0,0,0,0,0,0,0,0,0,0,0,0
POLR3KP2,0,0,0,0,0,0,0,0,0,0,0,0
POLRMT,1568,1206,1726,4049,1606,1632,692,2014,543,1311,748,1227
POLRMTP1,110,64,75,120,9,2,37,108,18,46,5,4
POM121,2515,2674,2167,6461,2954,3202,1447,4618,1222,2145,3371,2616
POM121B,550,40,544,1467,512,335,76,952,240,621,721,525
POM121C,1546,1682,2164,3369,1641,1232,1028,1752,967,1036,1868,1720
POM121L10P,1,1,6,16,2,6,2,3,3,3,1,8
POM121L12,0,0,0,0,0,0,0,0,0,0,0,0
POM121L13P,0,0,0,0,0,0,0,0,0,0,0,0
POM121L14P,0,0,0,0,2,0,0,0,0,0,0,0
POM121L1P,1,2,11,24,3,8,1,4,1,9,1,7
POM121L2,0,0,0,0,0,0,0,0,0,0,0,0
POM121L3P,0,0,0,2,0,0,0,0,0,0,0,1
POM121L4P,1,2,10,17,2,3,1,1,1,2,1,2
POM121L6P,0,1,0,0,0,0,0,0,0,0,0,0
POM121L7P,1,2,13,40,1,5,2,3,8,9,2,6
POM121L8P,1,1,4,19,1,2,1,2,2,2,0,4
POM121L9P,57,50,200,753,50,79,101,163,172,216,61,125
POMC,35,28,161,4,16,14,44,107,137,145,22,22
POMGNT1,5077,4892,6934,19945,6088,7004,2824,7258,3055,5506,3876,4265
POMGNT2,879,845,882,2852,917,996,255,684,122,312,252,293
POMK,130,309,66,210,272,307,95,227,7,33,78,114
POMP,7275,6887,5594,18745,6447,6927,10009,25133,9862,17210,10724,12852
POMT1,1520,1354,1882,4646,1613,1761,644,1548,623,979,808,889
POMT2,1322,1151,1617,3475,1404,1532,731,1460,595,1237,913,956
POMZP3,1559,1463,583,1881,240,335,375,987,217,390,153,192
PON1,0,0,0,2,0,0,0,0,0,0,0,0
PON2,2473,2410,3512,11025,3152,3289,1026,2761,1500,1845,2927,1771
PON3,0,0,0,70,0,12,9,4,0,12,2,3
POP1,1460,1563,958,2788,1161,996,919,2526,479,949,932,967
POP4,1532,994,1217,3703,1172,1197,573,1730,537,1044,1114,1079
POP5,879,893,1284,3438,984,699,175,473,210,470,273,244
POP7,1822,1541,1857,5228,1579,1748,746,1854,596,1224,1073,966
POPDC2,23,16,43,50,6,10,3,13,18,14,5,6
POPDC3,433,525,667,1687,687,705,452,1549,412,935,928,577
POR,1897,1806,1892,4782,2131,2196,1276,3101,1042,2149,1561,1857
PORCN,5712,4860,2269,9873,4184,3485,1415,2968,328,822,826,905
POSTN,475,681,5368,1414,4678,3187,227,704,1689,308,3240,1370
POT1,823,924,480,1683,804,884,399,908,223,486,575,555
POT1-AS1,8,0,20,63,8,6,0,0,0,7,0,6
POTEA,0,0,0,0,0,0,0,0,0,0,0,0
POTEB,0,0,0,0,0,0,0,0,0,0,0,0
POTEB2,0,0,0,0,0,0,0,0,0,0,0,0
POTEB3,0,0,0,0,0,0,0,0,0,0,0,0
POTEC,0,0,0,0,0,0,0,0,0,0,0,0
POTED,0,0,0,0,0,0,0,0,0,0,0,0
POTEE,3,1,8,9,3,4,4,7,2,2,8,2
POTEF,0,0,0,0,0,0,0,0,0,0,0,0
POTEG,0,0,1,0,0,0,0,0,0,0,0,0
POTEH,0,0,0,0,0,0,0,0,0,0,0,0
POTEH-AS1,0,0,0,0,0,0,0,0,0,0,0,0
POTEI,0,2,0,3,0,4,0,2,0,0,0,0
POTEJ,5,1,8,8,3,4,2,6,2,2,5,2
POTEKP,0,1,2,3,3,2,0,2,0,1,2,1
POTEM,0,0,0,0,0,0,0,0,0,0,0,0
POU1F1,0,0,0,0,0,0,0,0,0,0,0,0
POU2AF1,0,0,0,0,0,0,0,0,0,0,0,0
POU2F1,377,409,195,477,479,566,232,553,70,208,474,430
POU2F2,232,287,351,961,369,404,1624,8295,1167,3142,2936,3604
POU2F3,4,7,2,18,2,6,2,8,2,0,2,6
POU3F1,0,0,2,4,0,0,0,4,0,2,0,0
POU3F2,0,4,0,0,0,4,0,2,0,0,0,0
POU3F3,4,4,0,9,10,8,2,20,8,8,26,22
POU3F4,0,0,0,2,0,0,0,0,0,0,0,0
POU4F1,0,0,0,2,2,0,0,0,0,0,0,0
POU4F2,0,0,0,0,0,0,2,0,0,0,0,0
POU4F3,0,0,0,4,4,4,0,4,0,0,2,0
POU5F1,58,48,31,71,35,62,31,42,27,25,72,76
POU5F1B,3,3,4,16,0,5,2,1,0,0,2,1
POU5F1P2,0,0,0,0,0,0,0,0,0,0,0,0
POU5F1P3,4,1,2,5,3,4,3,4,6,6,7,6
POU5F1P4,0,1,0,1,0,0,0,2,1,2,0,1
POU5F1P5,2,0,0,0,0,0,0,0,0,0,0,0
POU5F1P6,0,0,0,0,0,2,0,0,0,0,0,2
POU5F1P7,0,0,0,0,0,0,0,0,0,0,0,0
POU5F2,0,0,0,0,0,0,0,0,0,0,0,0
POU6F1,288,308,404,728,352,482,131,240,109,210,234,211
POU6F2,0,0,3,5,0,0,0,0,0,0,0,0
POU6F2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
POU6F2-AS2,0,0,0,0,0,0,0,0,0,0,0,0
PP12613,4,6,2,16,2,8,0,2,0,0,0,0
PP2D1,10,8,0,13,6,8,5,10,0,0,7,3
PP7080,94,96,102,117,46,95,11,103,5,0,56,24
PPA1,5232,4803,4188,13730,5903,6734,6203,14130,6804,10559,12364,12345
PPA2,853,818,944,2858,802,832,313,622,455,543,448,571
PPAN,435,332,471,754,452,353,324,1109,403,502,817,996
PPAN-P2RY11,240,295,415,974,375,403,191,293,307,522,469,160
PPARA,753,517,1176,877,967,655,324,540,655,502,384,485
PPARD,4375,4345,4931,11746,4061,4584,3176,8626,2234,5298,4304,4290
PPARG,779,691,817,2685,519,655,14,18,22,27,10,36
PPARGC1A,34,45,21,432,41,55,10,30,12,37,26,51
PPARGC1B,4,26,4,43,24,19,0,12,0,4,2,10
PPAT,1014,106,80,239,96,114,534,130,32,584,66,1172
PPATP1,23,15,5,23,15,13,3,9,4,7,14,13
PPATP2,0,0,0,0,0,0,0,0,0,0,0,0
PPBP,0,0,0,0,0,0,8,16,20,18,8,5
PPBPP1,0,0,0,0,2,0,0,0,0,0,0,0
PPBPP2,0,0,0,1,0,0,0,0,0,4,0,0
PPCDC,252,254,282,805,294,265,95,270,122,203,177,176
PPCS,1196,1266,1574,4612,1359,2149,930,2096,885,894,1831,1654
PPDPF,2217,1911,3174,5806,2638,2431,628,2164,1575,1248,2371,1114
PPDPFL,0,0,0,6,0,0,0,0,0,0,0,0
PPEF1,0,0,0,2,2,0,0,0,0,0,0,0
PPEF1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PPEF2,0,0,0,0,0,0,0,0,0,0,0,0
PPFIA1,2386,2225,2325,5104,3179,3651,1819,4233,1467,1893,3642,2696
PPFIA2,61,58,62,133,79,145,540,1471,349,598,835,969
PPFIA2-AS1,0,0,0,0,6,0,11,13,4,4,14,21
PPFIA3,147,117,126,259,104,116,72,184,18,30,34,37
PPFIA4,178,83,204,477,173,135,141,118,59,123,101,743
